((4092, 0.002, 0.01, 32, 4, 4), 4.104107672920462, -7.009638355808606, 0)
((4092, 0.001, 0.005, 32, 4, 4), 4.191594511996341, -8.142515261304736, 0)
((4092, 0.0002, 0.001, 32, 4, 4), 4.932886919065881, -10.322086800432102, 20)
((1024, 0.0005, 0.0025, 32, 16, 4), 4.1315664989257606, -7.931632251667538, 0)
((1024, 0.0005, 0.0025, 32, 8, 4), 4.232925646646971, -7.594447738460403, 0)
((1024, 0.0005, 0.0025, 32, 4, 4), 4.815428794252081, -8.099223533787908, 0)
((8184, 0.001, 0.005, 32, 4, 4), 4.636454966505827, -10.481666066548517, 60)
((1024, 0.005, 0.025, 16, 16, 4), 5.58848548615713, -6.653520509850507, 0)
((1024, 0.005, 0.025, 16, 8, 4), 5.909189055918133, -9.183126785361488, 0)
((1024, 0.005, 0.025, 16, 4, 4), 6.548781812816918, -11.740502726318212, 0)
((1024, 0.0001, 0.0005, 16, 4, 4), 4.4280508131579275, -8.964590378779285, 0)
((1024, 0.0001, 0.0005, 16, 16, 4), 5.081974884010515, -13.07111354488323, 20)
((1024, 0.0001, 0.0005, 16, 8, 4), 5.278872699147035, -10.136289821120634, 20)
