(0.0, 2, 0.7880072593688965, 0.5453676581382751)
(0.02, 4951, 0.1986919343471527, 0.15163558721542358)
(0.04, 4811, 0.19858179986476898, 0.10782760381698608)
(0.06, 4919, 0.22972868382930756, 0.07935261726379395)
(0.08, 4700, 0.27877047657966614, 0.07815015316009521)
(0.1, 3892, 0.3250831067562103, 0.0987744927406311)
(0.12, 3270, 0.3669250011444092, 0.12014538049697876)
(0.14, 4836, 0.4049634635448456, 0.1406702995300293)
(0.16, 4870, 0.4396698474884033, 0.16022837162017822)
(0.18, 2868, 0.4713934361934662, 0.180763840675354)
(0.2, 2548, 0.500402569770813, 0.1994638442993164)
(0.22, 2233, 0.5269079208374023, 0.22037547826766968)
(0.24, 1941, 0.5510799288749695, 0.23821121454238892)
(0.26, 2997, 0.5730573534965515, 0.26821041107177734)
(0.28, 1835, 0.5929533243179321, 0.28146010637283325)
(0.3, 1910, 0.6108644604682922, 0.2971360683441162)
(0.32, 1954, 0.6268699169158936, 0.3167005777359009)
(0.34, 4834, 0.6410354971885681, 0.34025251865386963)
(0.36, 968, 0.6534181833267212, 0.36012136936187744)
(0.38, 769, 0.6640642285346985, 0.38028526306152344)
(0.4, 3689, 0.6730117797851562, 0.40055179595947266)
(0.42, 537, 0.680292010307312, 0.4196837544441223)
(0.44, 645, 0.6859298944473267, 0.443286657333374)
(0.46, 4466, 0.689943790435791, 0.45954346656799316)
(0.48, 279, 0.6923468708992004, 0.48151910305023193)
(0.5, 389, 0.6931472420692444, 0.5001451969146729)
(0.52, 35, 0.6923468708992004, 0.5204871892929077)
(0.54, 7, 0.689943790435791, 0.5409258604049683)
(0.56, 728, 0.6859298944473267, 0.562127947807312)
(0.58, 909, 0.680292010307312, 0.5786911845207214)
(0.6, 365, 0.6730116605758667, 0.602091372013092)
(0.62, 3099, 0.6640641093254089, 0.6238568425178528)
(0.64, 506, 0.6534183025360107, 0.6387525200843811)
(0.66, 496, 0.6410354971885681, 0.6591287851333618)
(0.68, 430, 0.6268695592880249, 0.6805806756019592)
(0.7, 460, 0.6108670830726624, 0.7010883092880249)
(0.72, 140, 0.5929551720619202, 0.7148298621177673)
(0.74, 144, 0.5730571150779724, 0.7352733612060547)
(0.76, 148, 0.5510826110839844, 0.7565218210220337)
(0.78, 152, 0.5269197225570679, 0.7775458097457886)
(0.8, 4383, 0.5004025101661682, 0.8004710674285889)
(0.82, 160, 0.47140586376190186, 0.8177257776260376)
(0.84, 164, 0.4396704137325287, 0.836393415927887)
(0.86, 169, 0.40496891736984253, 0.8575122952461243)
(0.88, 174, 0.3669250011444092, 0.8767141103744507)
(0.9, 2522, 0.32508304715156555, 0.8984046578407288)
(0.92, 2127, 0.2787693738937378, 0.9203287363052368)
(0.94, 836, 0.2269674688577652, 0.9398519992828369)
(0.96, 3970, 0.16794422268867493, 0.9595046043395996)
(0.98, 997, 0.09805966168642044, 0.9790875911712646)
(1.0, 4999, 0.01249439176172018, 0.9875824451446533)
