((1024, 0.001, 0.005, 8, 0, 32), 2.9527212231732283, -5.995478575120133, 47)
((1024, 0.001, 0.005, 32, 0, 16), 2.960773270297306, -6.124550891259954, 43)
((1024, 0.001, 0.005, 128, 0, 2), 2.9696612649521033, -5.878061677167711, 19)
((1024, 0.001, 0.005, 64, 0, 2), 2.976285307177595, -5.784623721297097, 11)
((1024, 0.001, 0.005, 2, 0, 16), 3.049635088305364, -6.270564539787812, 19)
((1024, 0.001, 0.005, 128, 0, 4), 3.055899533169703, -6.151824698249862, 26)
((1024, 0.001, 0.005, 64, 0, 8), 3.094680715464813, -6.773294012757404, 67)
((1024, 0.001, 0.005, 128, 0, 32), 3.1329007438546967, -6.825129402720371, 28)
((1024, 0.001, 0.005, 32, 0, 4), 3.1438521822216763, -7.494619326182942, 46)
((1024, 0.001, 0.005, 128, 0, 8), 3.1564351549512857, -7.819489524461316, 40)
((1024, 0.001, 0.005, 16, 0, 16), 3.198641363938542, -6.28068138602568, 25)
((1024, 0.001, 0.005, 32, 0, 2), 3.2230440331200714, -6.885193279088738, 35)
((1024, 0.001, 0.005, 2, 0, 8), 3.258640101635093, -6.495066557426319, 1)
((1024, 0.001, 0.005, 4, 0, 4), 3.3435132424117517, -6.269884126540738, 2)
((1024, 0.001, 0.005, 32, 0, 32), 3.360112334921701, -6.112363441166691, 1)
((1024, 0.001, 0.005, 32, 0, 8), 3.4535819663124, -6.015404055353173, 4)
((1024, 0.001, 0.005, 64, 0, 32), 3.474250821546944, -7.128214830500498, 9)
((1024, 0.001, 0.005, 2, 0, 2), 3.478709140573809, -6.869091339198171, 19)
((1024, 0.001, 0.005, 8, 0, 2), 3.5223057179894015, -6.8939999177086975, 0)
((1024, 0.001, 0.005, 4, 0, 2), 3.538207844257657, -8.04096837062052, 0)
((1024, 0.001, 0.005, 8, 0, 4), 3.5592136644861263, -7.180592483559009, 0)
((1024, 0.001, 0.005, 16, 0, 4), 3.6106623068473573, -7.654119923421228, 0)
((1024, 0.001, 0.005, 16, 0, 8), 3.617630754320999, -7.076347972851707, 1)
((1024, 0.001, 0.005, 2, 0, 4), 3.620639232348317, -7.3303448576737225, 0)
((1024, 0.001, 0.005, 64, 0, 4), 3.622192414636925, -7.678381894560437, 0)
((1024, 0.001, 0.005, 4, 0, 16), 3.673146071914928, -7.091123734475269, 2)
((1024, 0.001, 0.005, 2, 0, 32), 3.689977306865621, -8.072077654065957, 0)
((1024, 0.001, 0.005, 8, 0, 8), 3.768332866079654, -7.243511114613731, 0)
((1024, 0.001, 0.005, 128, 0, 16), 3.8824070728104094, -7.530925819388201, 1)
((1024, 0.001, 0.005, 8, 0, 16), 4.028823027238322, -8.592429496948098, 4)
((1024, 0.001, 0.005, 4, 0, 8), 4.0337699921798436, -7.223244544236673, 1)
((1024, 0.001, 0.005, 16, 0, 32), 4.0435982171376725, -8.670645753341892, 1)
((1024, 0.001, 0.005, 16, 0, 2), 4.082296707967677, -8.166869517038192, 1)
((1024, 0.001, 0.005, 4, 0, 32), 4.3306635149675206, -9.040161178869065, 0)
((1024, 0.001, 0.005, 64, 0, 16), 4.341963983863241, -9.62379809187543, 0)
