((1024, 0.01, 0.05, 128, 0, 32), 3.0857095418931806, -7.3169167064515515, 10)
((1024, 0.01, 0.05, 64, 0, 32), 3.098639139394656, -7.500400117608563, 12)
((1024, 0.01, 0.05, 16, 0, 4), 3.1225678779339945, -7.278837229162677, 4)
((1024, 0.01, 0.05, 8, 0, 2), 3.155949751152183, -7.274830554723812, 4)
((1024, 0.01, 0.05, 64, 0, 16), 3.1676681471613586, -7.501405907855686, 4)
((1024, 0.01, 0.05, 64, 0, 8), 3.173254628693719, -7.014643472445043, 3)
((1024, 0.01, 0.05, 16, 0, 8), 3.1752546083232716, -7.740078325705094, 4)
((1024, 0.01, 0.05, 8, 0, 16), 3.178578026402584, -7.469923093797582, 4)
((1024, 0.01, 0.05, 64, 0, 4), 3.1797400487191823, -7.814772641021948, 4)
((1024, 0.01, 0.05, 4, 0, 32), 3.179790798300535, -7.666224098269773, 5)
((1024, 0.01, 0.05, 128, 0, 16), 3.1872415291442104, -7.88905800756074, 5)
((1024, 0.01, 0.05, 4, 0, 8), 3.1893879760977404, -7.508085267954363, 4)
((1024, 0.01, 0.05, 16, 0, 16), 3.1897127260743274, -7.709128950707515, 4)
((1024, 0.01, 0.05, 32, 0, 8), 3.192548491437368, -7.631054550211514, 4)
((1024, 0.01, 0.05, 2, 0, 4), 3.195935826681956, -8.110617304124515, 5)
((1024, 0.01, 0.05, 8, 0, 32), 3.1974321436449005, -7.513276468647929, 4)
((1024, 0.01, 0.05, 4, 0, 2), 3.209045835861106, -7.818156342880613, 4)
((1024, 0.01, 0.05, 32, 0, 2), 3.235093488102715, -8.096253379132664, 4)
((1024, 0.01, 0.05, 128, 0, 8), 3.241470847719383, -7.38348645579054, 3)
((1024, 0.01, 0.05, 8, 0, 4), 3.250134026623416, -8.075595162056109, 4)
((1024, 0.01, 0.05, 32, 0, 16), 3.2611567101854586, -7.624612690411062, 3)
((1024, 0.01, 0.05, 128, 0, 2), 3.2614410459290286, -8.252922401319815, 4)
((1024, 0.01, 0.05, 4, 0, 16), 3.2664330530455623, -7.130605934609401, 11)
((1024, 0.01, 0.05, 32, 0, 32), 3.2671580305776735, -8.164626678689716, 4)
((1024, 0.01, 0.05, 16, 0, 2), 3.2748062117615864, -7.1020640225807545, 0)
((1024, 0.01, 0.05, 32, 0, 4), 3.276562406494821, -7.841181550660585, 4)
((1024, 0.01, 0.05, 128, 0, 4), 3.279765056818933, -8.191938431237489, 4)
((1024, 0.01, 0.05, 16, 0, 32), 3.290234490062429, -8.00641081154864, 4)
((1024, 0.01, 0.05, 2, 0, 16), 3.293650450040411, -7.070199687988789, 16)
((1024, 0.01, 0.05, 64, 0, 2), 3.295526147618537, -8.118593954706007, 4)
((1024, 0.01, 0.05, 2, 0, 2), 3.3110750940782365, -7.359394785070826, 0)
((1024, 0.01, 0.05, 8, 0, 8), 3.3141343777285073, -7.434629714425993, 0)
((1024, 0.01, 0.05, 2, 0, 32), 3.325314001230023, -7.422369610656558, 0)
((1024, 0.01, 0.05, 4, 0, 4), 3.3484915871467895, -7.552350691857482, 0)
((1024, 0.01, 0.05, 2, 0, 8), 3.364238845653195, -7.547079553588288, 0)
