((1024, 1e-06, 5e-05, 128, 128, 8), 0.4783964622247099)
((1024, 1e-05, 5e-06, 128, 128, 4), 0.4788725050607792)
((1024, 0.0001, 0.0005, 16, 64, 4), 0.479444606738875)
((1024, 0.0001, 5e-06, 128, 32, 8), 0.4794724231798399)
((1024, 1e-05, 0.0005, 16, 16, 4), 0.4795856351173033)
((1024, 1e-06, 5e-06, 128, 128, 8), 0.4800228235834388)
((1024, 0.0001, 0.0005, 128, 32, 4), 0.4800644545869433)
((1024, 1e-06, 5e-06, 128, 16, 4), 0.4803912440772062)
((1024, 1e-06, 5e-06, 16, 16, 16), 0.4804961008932377)
((1024, 1e-06, 0.0005, 32, 64, 4), 0.4807908032597401)
((1024, 1e-05, 5e-06, 64, 64, 16), 0.4809755175680313)
((1024, 1e-06, 0.0005, 32, 32, 8), 0.4811976317665406)
((1024, 1e-05, 0.0005, 64, 32, 16), 0.4813631660917789)
((1024, 1e-05, 5e-05, 16, 16, 4), 0.4814499233524375)
((1024, 0.0001, 5e-06, 128, 128, 8), 0.4818693510812686)
((1024, 0.0001, 5e-06, 32, 64, 4), 0.4821295721639353)
((1024, 1e-06, 0.0005, 16, 128, 32), 0.4822363386763648)
((1024, 1e-05, 5e-06, 16, 64, 32), 0.48393893958929296)
((1024, 1e-06, 0.0005, 16, 16, 8), 0.48414956343122856)
((1024, 1e-06, 5e-05, 16, 16, 16), 0.48481408779680163)
((1024, 1e-05, 0.0005, 32, 32, 32), 0.4850133660824646)
((1024, 1e-06, 0.0005, 64, 128, 16), 0.48544760807825255)
((1024, 1e-05, 5e-06, 64, 16, 8), 0.4855419279696446)
((1024, 0.0001, 5e-06, 16, 64, 8), 0.4856968642651104)
((1024, 1e-06, 5e-05, 128, 128, 32), 0.4861836665592457)
((1024, 0.0001, 5e-05, 128, 128, 32), 0.4864664591114785)
((1024, 1e-06, 5e-05, 64, 64, 8), 0.4864786891046376)
((1024, 1e-06, 5e-05, 16, 128, 32), 0.48650569031761726)
((1024, 0.0001, 5e-05, 32, 64, 8), 0.4865610367668912)
((1024, 1e-05, 0.0005, 64, 16, 8), 0.4867186166840694)
((1024, 1e-06, 0.0005, 32, 128, 16), 0.48722228095726905)
((1024, 1e-06, 0.0005, 64, 32, 4), 0.4874606831821756)
((1024, 1e-06, 5e-05, 16, 128, 8), 0.4876966222346635)
((1024, 1e-05, 5e-05, 16, 64, 32), 0.4877157390541841)
((1024, 1e-06, 5e-06, 32, 16, 32), 0.4879409027146258)
((1024, 1e-06, 0.0005, 64, 128, 8), 0.4882575206107356)
((1024, 0.0001, 5e-05, 64, 16, 32), 0.48857794478149363)
((1024, 1e-06, 5e-05, 16, 64, 4), 0.4889052097217764)
((1024, 1e-05, 5e-05, 16, 32, 32), 0.489357664967296)
((1024, 1e-05, 0.0005, 64, 64, 4), 0.48946837951834893)
((1024, 0.0001, 5e-05, 16, 128, 16), 0.4896723639717147)
((1024, 0.0001, 5e-06, 16, 128, 8), 0.48972204647921497)
((1024, 0.0001, 5e-06, 64, 64, 8), 0.4907696924296868)
((1024, 0.0001, 5e-05, 64, 32, 4), 0.4908529427205783)
((1024, 1e-05, 5e-06, 16, 64, 8), 0.49099594023360593)
((1024, 1e-06, 0.0005, 32, 16, 4), 0.49133933606758995)
((1024, 1e-05, 5e-06, 64, 16, 4), 0.49251918327212)
((1024, 1e-06, 5e-06, 32, 64, 8), 0.49270501466366173)
((1024, 1e-06, 5e-05, 32, 16, 16), 0.4949158711209204)
((1024, 1e-05, 5e-06, 64, 32, 32), 0.49502350697572955)
((1024, 1e-06, 5e-05, 128, 64, 16), 0.49726972725767954)
((1024, 0.0001, 5e-06, 32, 128, 8), 0.4979081165454795)
((1024, 0.0001, 5e-06, 16, 16, 4), 0.4985213432481185)
((1024, 1e-05, 5e-06, 32, 128, 16), 0.4992495651416068)
((1024, 1e-06, 5e-05, 32, 64, 16), 0.49927842229393016)
((1024, 1e-06, 5e-06, 16, 16, 8), 0.49953622454825464)
((1024, 1e-06, 0.0005, 16, 16, 4), 0.500358790005967)
((1024, 1e-06, 0.0005, 128, 128, 8), 0.5008102615477715)
((1024, 1e-05, 5e-06, 32, 16, 16), 0.5011151062252573)
((1024, 1e-05, 0.0005, 32, 128, 4), 0.501216136411944)
((1024, 1e-05, 5e-05, 64, 32, 16), 0.5012993125434884)
((1024, 1e-06, 5e-05, 64, 128, 16), 0.5025073033729015)
((1024, 0.0001, 0.0005, 16, 128, 32), 0.5027538499046825)
((1024, 0.0001, 0.0005, 16, 32, 16), 0.5030485292698238)
((1024, 1e-06, 0.0005, 16, 64, 16), 0.5041581904064053)
((1024, 1e-05, 5e-06, 16, 128, 4), 0.505576362489576)
((1024, 1e-05, 0.0005, 16, 64, 16), 0.5058706907945002)
((1024, 1e-06, 0.0005, 64, 32, 16), 0.5059684785623048)
((1024, 1e-06, 0.0005, 128, 32, 8), 0.5069406786760582)
((1024, 1e-06, 5e-05, 128, 32, 8), 0.507086985791)
((1024, 0.0001, 5e-06, 32, 16, 4), 0.5076733785717622)
((1024, 1e-06, 0.0005, 64, 16, 4), 0.5084425281042565)
((1024, 1e-06, 5e-06, 16, 16, 32), 0.508752857859786)
((1024, 1e-06, 5e-05, 128, 16, 8), 0.5100031222111182)
((1024, 1e-05, 5e-06, 16, 32, 8), 0.5100664092775271)
((1024, 1e-05, 5e-05, 16, 128, 8), 0.510141031345788)
((1024, 1e-05, 0.0005, 128, 64, 8), 0.5118693254130947)
((1024, 0.0001, 5e-06, 16, 32, 32), 0.5119148374736725)
((1024, 1e-06, 5e-06, 16, 64, 8), 0.511919610789497)
((1024, 1e-05, 5e-05, 64, 64, 4), 0.5125134058839186)
((1024, 1e-05, 0.0005, 16, 32, 4), 0.5126020392029754)
((1024, 1e-06, 5e-05, 128, 64, 8), 0.513549031193913)
((1024, 1e-06, 0.0005, 16, 32, 32), 0.5136918870320637)
((1024, 1e-06, 5e-05, 32, 128, 4), 0.5137112639151696)
((1024, 1e-06, 5e-06, 16, 32, 16), 0.5138076313812624)
((1024, 1e-05, 5e-05, 32, 128, 16), 0.5140616563468885)
((1024, 0.0001, 5e-06, 16, 128, 16), 0.5142626724141557)
((1024, 1e-05, 5e-05, 128, 128, 8), 0.5144546198199916)
((1024, 1e-06, 0.0005, 64, 64, 16), 0.5151265904933122)
((1024, 1e-06, 0.0005, 32, 32, 32), 0.5159341220673912)
((1024, 0.0001, 5e-06, 32, 16, 32), 0.5168625694960276)
((1024, 0.0001, 5e-06, 64, 128, 16), 0.5172686191808296)
((1024, 0.0001, 0.0005, 32, 16, 16), 0.5172899315697337)
((1024, 1e-06, 5e-05, 64, 64, 4), 0.5176188470067533)
((1024, 1e-06, 0.0005, 128, 32, 32), 0.5180776102164043)
((1024, 1e-05, 5e-05, 128, 64, 4), 0.5185076639762616)
((1024, 1e-05, 0.0005, 16, 128, 4), 0.5186358461086427)
((1024, 0.0001, 5e-06, 16, 64, 4), 0.518719106511605)
((1024, 0.0001, 5e-05, 128, 16, 8), 0.5191405862949808)
((1024, 1e-06, 0.0005, 128, 64, 16), 0.5213086324515804)
((1024, 1e-06, 5e-06, 32, 16, 16), 0.5217181188550395)
((1024, 1e-05, 5e-05, 64, 128, 16), 0.5221633635033317)
((1024, 1e-06, 0.0005, 16, 16, 32), 0.5228687845361132)
((1024, 0.0001, 5e-05, 16, 64, 32), 0.523063201737745)
((1024, 1e-06, 5e-06, 16, 32, 8), 0.5235192527068218)
((1024, 1e-05, 5e-06, 64, 16, 16), 0.5236612700059088)
((1024, 1e-05, 5e-05, 16, 128, 32), 0.5248552289052385)
((1024, 0.0001, 5e-05, 64, 64, 16), 0.5261065829213921)
((1024, 1e-05, 0.0005, 128, 64, 16), 0.5266787623152512)
((1024, 1e-06, 5e-06, 32, 32, 16), 0.5269507638370344)
((1024, 1e-05, 0.0005, 32, 64, 8), 0.5276290827607041)
((1024, 0.0001, 5e-05, 16, 16, 32), 0.5278716934872646)
((1024, 1e-06, 0.0005, 128, 128, 4), 0.5281437232006229)
((1024, 1e-06, 5e-05, 16, 32, 4), 0.528744855431399)
((1024, 0.0001, 0.0005, 16, 16, 32), 0.5290987393380318)
((1024, 1e-06, 5e-05, 64, 64, 32), 0.5301080389530193)
((1024, 0.0001, 5e-05, 16, 16, 4), 0.5308952711542361)
((1024, 1e-06, 5e-05, 32, 32, 4), 0.5317033314561298)
((1024, 1e-05, 0.0005, 32, 128, 8), 0.5321475250436575)
((1024, 1e-05, 5e-05, 32, 32, 4), 0.5325043174571634)
((1024, 1e-06, 5e-06, 16, 32, 4), 0.5329259242554488)
((1024, 1e-06, 5e-05, 16, 16, 4), 0.533001049071754)
((1024, 1e-06, 5e-05, 128, 32, 32), 0.5343812771474642)
((1024, 1e-05, 5e-06, 128, 64, 4), 0.5346864019154358)
((1024, 1e-05, 5e-06, 32, 32, 4), 0.5353743856327412)
((1024, 1e-05, 5e-06, 32, 64, 8), 0.53601237166258)
((1024, 1e-06, 5e-05, 128, 64, 4), 0.5363858410525242)
((1024, 1e-05, 5e-06, 16, 16, 32), 0.536519577489432)
((1024, 1e-05, 5e-05, 128, 16, 4), 0.5370522383664871)
((1024, 1e-05, 5e-06, 128, 32, 16), 0.5373626474185023)
((1024, 1e-05, 0.0005, 128, 128, 32), 0.5374621253605011)
((1024, 1e-06, 0.0005, 64, 32, 32), 0.5384824946946487)
((1024, 1e-06, 5e-05, 16, 64, 8), 0.5389005839329852)
((1024, 1e-05, 5e-06, 64, 128, 32), 0.5392762304933504)
((1024, 1e-06, 5e-05, 32, 64, 4), 0.5405173952474598)
((1024, 1e-06, 5e-06, 64, 64, 4), 0.541973993127801)
((1024, 1e-06, 5e-05, 64, 128, 4), 0.5442235146758213)
((1024, 0.0001, 5e-06, 64, 16, 32), 0.5443382818002286)
((1024, 0.0001, 5e-05, 128, 32, 16), 0.5443796393111411)
((1024, 1e-05, 0.0005, 128, 16, 4), 0.5447912750108037)
((1024, 1e-05, 0.0005, 64, 16, 4), 0.5448161211134156)
((1024, 1e-05, 5e-06, 128, 64, 32), 0.5453125034212246)
((1024, 0.0001, 5e-05, 16, 32, 32), 0.5461899649710295)
((1024, 1e-06, 5e-05, 128, 16, 4), 0.5466463453197371)
((1024, 0.0001, 5e-06, 128, 64, 32), 0.5474339077978555)
((1024, 0.0001, 5e-06, 128, 32, 4), 0.5486047140857697)
((1024, 1e-06, 5e-06, 128, 32, 4), 0.5489956061138795)
((1024, 0.0001, 0.0005, 16, 16, 4), 0.5491143771842314)
((1024, 1e-05, 5e-05, 64, 16, 4), 0.5491221055751898)
((1024, 1e-05, 5e-05, 128, 32, 4), 0.5497519615177529)
((1024, 0.0001, 5e-06, 128, 16, 32), 0.5515371134916369)
((1024, 0.0001, 5e-06, 64, 16, 4), 0.5603319912235956)
((1024, 1e-05, 0.0005, 64, 128, 8), 0.5609290733998635)
((1024, 0.0001, 5e-06, 16, 32, 8), 0.5661958238020143)
((1024, 1e-05, 0.0005, 32, 16, 8), 0.571271948898548)
((1024, 0.0001, 5e-06, 64, 64, 32), 0.5715561825530523)
((1024, 1e-05, 0.0005, 32, 128, 16), 0.5743796711876351)
((1024, 1e-05, 0.0005, 128, 16, 32), 0.5782975006791937)
((1024, 0.0001, 0.0005, 16, 32, 32), 0.5795667479230238)
((1024, 1e-05, 0.0005, 16, 128, 8), 0.5797857927337758)
((1024, 1e-05, 0.0005, 64, 64, 16), 0.5812162748006819)
((1024, 1e-06, 0.0005, 128, 128, 16), 0.5870918684834706)
((1024, 0.0001, 5e-06, 16, 16, 32), 0.5952560274966147)
((1024, 0.0001, 0.0005, 64, 128, 32), 0.5968034028670396)
((1024, 0.0001, 5e-06, 128, 128, 4), 0.5988812296248598)
((1024, 1e-05, 5e-06, 16, 64, 16), 0.6001100165595319)
((1024, 1e-05, 5e-05, 128, 32, 16), 0.6035270714431832)
((1024, 0.0001, 5e-06, 128, 64, 4), 0.6047073670217159)
((1024, 1e-05, 5e-05, 16, 32, 8), 0.6082686502728148)
((1024, 1e-06, 5e-05, 64, 32, 8), 0.6087312683097518)
((1024, 0.0001, 0.0005, 128, 64, 8), 0.6117608856240367)
((1024, 0.0001, 0.0005, 16, 16, 16), 0.6124509537063133)
((1024, 1e-05, 5e-05, 64, 32, 8), 0.6213214635883363)
((1024, 1e-06, 5e-05, 128, 32, 16), 0.6217643485814374)
((1024, 1e-06, 5e-06, 16, 16, 4), 0.6228898688560782)
((1024, 1e-06, 0.0005, 64, 64, 8), 0.6232363508568114)
((1024, 1e-06, 0.0005, 32, 128, 8), 0.62702278520226)
((1024, 1e-05, 5e-06, 64, 64, 4), 0.635644516771203)
((1024, 1e-05, 0.0005, 16, 64, 4), 0.6483004220782195)
((1024, 1e-05, 0.0005, 16, 128, 16), 0.6526136178668748)
((1024, 1e-05, 0.0005, 32, 32, 16), 0.6606921726111022)
((1024, 0.0001, 0.0005, 32, 128, 4), 0.6710517659830394)
((1024, 1e-06, 0.0005, 16, 128, 8), 0.6833833840289979)
((1024, 1e-06, 0.0005, 128, 64, 4), 0.684119180809356)
((1024, 1e-06, 0.0005, 32, 64, 16), 0.6960099995907782)
((1024, 1e-06, 0.0005, 16, 128, 16), 0.7109407346272753)
((1024, 1e-06, 0.0005, 32, 128, 4), 0.7892275346336234)
