((1024, 0.0001, 5e-05, 64, 16, 16), 0.40758933981715895)
((1024, 0.0001, 5e-05, 32, 128, 4), 0.40769214269678367)
((1024, 1e-06, 5e-05, 16, 32, 8), 0.4077087635565276)
((1024, 1e-05, 5e-06, 64, 64, 8), 0.4078614881104986)
((1024, 1e-06, 0.0005, 32, 64, 32), 0.4084698424949925)
((1024, 0.0001, 0.0005, 32, 64, 32), 0.4085139913028447)
((1024, 1e-06, 5e-06, 128, 128, 16), 0.40855970128721947)
((1024, 1e-05, 5e-05, 16, 64, 16), 0.4087490620763536)
((1024, 1e-05, 5e-06, 128, 128, 32), 0.40901911340487507)
((1024, 1e-06, 0.0005, 128, 16, 16), 0.4093084306637674)
((1024, 1e-06, 5e-06, 32, 64, 16), 0.4095338400210527)
((1024, 0.0001, 0.0005, 64, 64, 4), 0.4096771909720315)
((1024, 1e-05, 5e-05, 128, 64, 16), 0.4097278478140701)
((1024, 0.0001, 0.0005, 128, 128, 8), 0.4097449680262628)
((1024, 1e-05, 5e-05, 32, 16, 4), 0.40977448872666544)
((1024, 0.0001, 5e-05, 64, 32, 8), 0.4103782421623832)
((1024, 0.0001, 5e-05, 64, 128, 32), 0.41054701402896554)
((1024, 1e-05, 5e-06, 128, 16, 32), 0.4107019717068583)
((1024, 1e-06, 0.0005, 128, 16, 4), 0.4111151732753644)
((1024, 1e-06, 5e-05, 64, 64, 16), 0.41148547289930953)
((1024, 0.0001, 5e-06, 32, 64, 32), 0.411916782764268)
((1024, 0.0001, 0.0005, 64, 32, 32), 0.41203394756259665)
((1024, 0.0001, 0.0005, 128, 32, 8), 0.4121352361291109)
((1024, 1e-06, 0.0005, 128, 32, 4), 0.412330200967015)
((1024, 1e-06, 5e-05, 128, 128, 4), 0.41283080874771844)
((1024, 1e-06, 0.0005, 32, 16, 32), 0.4131980067388703)
((1024, 0.0001, 5e-06, 128, 16, 4), 0.4135815425623632)
((1024, 1e-06, 0.0005, 128, 16, 8), 0.41409812740434526)
((1024, 1e-05, 5e-05, 64, 64, 16), 0.4141018202039034)
((1024, 1e-06, 5e-06, 64, 128, 8), 0.41411399518480024)
((1024, 1e-06, 0.0005, 16, 16, 16), 0.41413995638009493)
((1024, 0.0001, 0.0005, 64, 16, 16), 0.41440679897133553)
((1024, 1e-06, 0.0005, 16, 32, 4), 0.41445301363465165)
((1024, 1e-06, 0.0005, 16, 32, 16), 0.4146134069707017)
((1024, 1e-06, 0.0005, 64, 64, 4), 0.41547780994090955)
((1024, 1e-06, 0.0005, 128, 128, 32), 0.41578953403338503)
((1024, 0.0001, 5e-06, 16, 16, 16), 0.41597244145524476)
((1024, 1e-06, 0.0005, 32, 64, 8), 0.4160796812113815)
((1024, 1e-06, 5e-06, 64, 32, 4), 0.4166229439351453)
((1024, 0.0001, 5e-06, 32, 128, 4), 0.41714075237154413)
((1024, 1e-06, 5e-05, 128, 64, 32), 0.41735792911153924)
((1024, 1e-05, 5e-06, 64, 32, 4), 0.41770830364890227)
((1024, 1e-06, 5e-06, 16, 32, 32), 0.4179581486405975)
((1024, 1e-05, 5e-05, 128, 16, 32), 0.4179876328637405)
((1024, 1e-05, 5e-06, 128, 64, 16), 0.4181629195609554)
((1024, 1e-06, 5e-06, 64, 64, 16), 0.41822754583639277)
((1024, 1e-05, 5e-05, 64, 128, 32), 0.41846352820302946)
((1024, 0.0001, 0.0005, 32, 16, 8), 0.4186597570320217)
((1024, 1e-06, 0.0005, 128, 32, 16), 0.4195475820754256)
((1024, 1e-05, 5e-05, 64, 16, 8), 0.4203769469544332)
((1024, 0.0001, 5e-05, 32, 16, 8), 0.4206097965678238)
((1024, 0.0001, 5e-05, 16, 128, 32), 0.42063737041494814)
((1024, 0.0001, 5e-05, 32, 16, 4), 0.4210133954881986)
((1024, 1e-05, 0.0005, 32, 16, 16), 0.4213044912489074)
((1024, 1e-05, 5e-05, 128, 16, 8), 0.4213784449125964)
((1024, 0.0001, 0.0005, 128, 16, 32), 0.4213862167978355)
((1024, 1e-05, 5e-06, 32, 16, 8), 0.42154768502836487)
((1024, 1e-05, 5e-05, 32, 64, 8), 0.4215527577489835)
((1024, 0.0001, 5e-05, 64, 16, 8), 0.4217490227458583)
((1024, 0.0001, 0.0005, 32, 64, 16), 0.42212881689448495)
((1024, 1e-06, 5e-05, 32, 32, 32), 0.42240621790844146)
((1024, 0.0001, 5e-05, 32, 128, 16), 0.4227265401990926)
((1024, 1e-06, 5e-06, 32, 32, 32), 0.42308753736803506)
((1024, 1e-05, 0.0005, 16, 32, 16), 0.4232755524113764)
((1024, 1e-06, 5e-05, 64, 16, 32), 0.42363762658233867)
((1024, 0.0001, 5e-06, 128, 128, 32), 0.4236722877231945)
((1024, 1e-05, 5e-05, 128, 128, 16), 0.4239291512071975)
((1024, 1e-06, 5e-06, 64, 32, 32), 0.42393399450989033)
((1024, 0.0001, 5e-05, 128, 16, 16), 0.4239656811653333)
((1024, 1e-06, 5e-06, 16, 64, 4), 0.42472258337765056)
((1024, 1e-06, 5e-06, 32, 16, 4), 0.4247634179830355)
((1024, 1e-05, 0.0005, 32, 128, 32), 0.4248584974140511)
((1024, 0.0001, 5e-06, 16, 128, 32), 0.42493054997975943)
((1024, 0.0001, 5e-05, 128, 16, 4), 0.425082769512433)
((1024, 1e-05, 5e-06, 128, 16, 16), 0.42531741385528316)
((1024, 1e-05, 5e-06, 32, 128, 8), 0.4254631010401865)
((1024, 1e-06, 5e-05, 32, 64, 32), 0.425904356506087)
((1024, 1e-05, 5e-06, 16, 32, 4), 0.4259420951256804)
((1024, 1e-06, 0.0005, 64, 64, 32), 0.42680581382586824)
((1024, 1e-05, 5e-05, 64, 64, 32), 0.4268915646183202)
((1024, 1e-06, 5e-05, 64, 128, 32), 0.4269336832756355)
((1024, 1e-05, 5e-06, 16, 16, 4), 0.42735107048792276)
((1024, 1e-05, 0.0005, 128, 16, 16), 0.4275544272332648)
((1024, 1e-06, 5e-05, 32, 128, 8), 0.42755637509065675)
((1024, 1e-06, 5e-05, 64, 32, 4), 0.42760961696141164)
((1024, 0.0001, 0.0005, 128, 32, 32), 0.4276325877647759)
((1024, 0.0001, 0.0005, 16, 16, 8), 0.4276965039254947)
((1024, 1e-06, 0.0005, 16, 128, 4), 0.42858981072816815)
((1024, 0.0001, 0.0005, 64, 16, 32), 0.4288364703573328)
((1024, 1e-05, 0.0005, 128, 16, 8), 0.4288540686275359)
((1024, 0.0001, 5e-05, 16, 64, 4), 0.42886501145404554)
((1024, 1e-06, 5e-05, 16, 128, 4), 0.4288786047822162)
((1024, 1e-05, 5e-05, 32, 64, 4), 0.42888812309129803)
((1024, 0.0001, 0.0005, 32, 32, 32), 0.4289148896310422)
((1024, 0.0001, 5e-05, 64, 128, 16), 0.42904162542813995)
((1024, 1e-05, 0.0005, 32, 16, 32), 0.42914749595212354)
((1024, 0.0001, 5e-06, 64, 16, 16), 0.4293123315713019)
((1024, 1e-06, 5e-06, 64, 128, 32), 0.4294364486674733)
((1024, 1e-05, 5e-06, 128, 16, 4), 0.429679598307701)
((1024, 1e-06, 5e-06, 16, 128, 16), 0.4296810029740017)
((1024, 0.0001, 5e-05, 32, 128, 32), 0.4297157679279191)
((1024, 1e-06, 0.0005, 32, 32, 16), 0.42981506562958793)
((1024, 0.0001, 0.0005, 128, 16, 8), 0.43010635229347066)
((1024, 0.0001, 5e-05, 16, 32, 8), 0.4303736303492089)
((1024, 1e-05, 5e-06, 32, 16, 4), 0.43073593749623473)
((1024, 0.0001, 5e-05, 128, 128, 4), 0.43086499850946935)
((1024, 0.0001, 5e-06, 32, 32, 32), 0.43098027907100994)
((1024, 1e-06, 5e-06, 32, 128, 8), 0.4313488170258658)
((1024, 1e-05, 5e-06, 16, 128, 32), 0.4318582374616215)
((1024, 0.0001, 5e-06, 32, 32, 4), 0.43214702512648906)
((1024, 0.0001, 0.0005, 64, 32, 4), 0.4326421536859296)
((1024, 1e-05, 0.0005, 128, 32, 32), 0.43269133056187475)
((1024, 0.0001, 0.0005, 16, 128, 4), 0.43277310271034786)
((1024, 1e-05, 5e-05, 16, 16, 16), 0.432795790631749)
((1024, 1e-05, 5e-06, 64, 128, 16), 0.4328281642166657)
((1024, 0.0001, 5e-05, 64, 16, 4), 0.43285077874982203)
((1024, 0.0001, 0.0005, 16, 64, 8), 0.43322798226118336)
((1024, 0.0001, 5e-05, 32, 16, 16), 0.4337295829869333)
((1024, 0.0001, 5e-06, 128, 32, 16), 0.43378278251461216)
((1024, 1e-05, 0.0005, 64, 128, 32), 0.43394272230107933)
((1024, 1e-05, 0.0005, 128, 32, 4), 0.4344371774135423)
((1024, 0.0001, 0.0005, 32, 32, 8), 0.43457362799748084)
((1024, 1e-05, 5e-06, 128, 16, 8), 0.4352775439977624)
((1024, 1e-06, 5e-06, 64, 64, 8), 0.4355749593732818)
((1024, 1e-06, 0.0005, 32, 128, 32), 0.43561403286999767)
((1024, 0.0001, 5e-05, 32, 64, 32), 0.4356521029218868)
((1024, 1e-05, 0.0005, 64, 16, 32), 0.4357538476402071)
((1024, 0.0001, 5e-05, 128, 64, 16), 0.43649252737555116)
((1024, 0.0001, 5e-06, 32, 16, 8), 0.43651905464337476)
((1024, 1e-06, 0.0005, 16, 64, 8), 0.4369002397522902)
((1024, 1e-06, 0.0005, 32, 16, 8), 0.43693757731114874)
((1024, 0.0001, 0.0005, 32, 64, 8), 0.43698029210393885)
((1024, 1e-05, 5e-06, 64, 128, 8), 0.43744081165536763)
((1024, 1e-05, 0.0005, 128, 64, 32), 0.4376989909800455)
((1024, 0.0001, 5e-06, 32, 32, 16), 0.43790026136923943)
((1024, 0.0001, 0.0005, 64, 32, 8), 0.43921571024623207)
((1024, 1e-06, 5e-05, 32, 128, 16), 0.43925647798219064)
((1024, 1e-06, 5e-05, 16, 128, 16), 0.4393888150244903)
((1024, 0.0001, 5e-06, 16, 16, 8), 0.44010991332597393)
((1024, 1e-05, 0.0005, 16, 128, 32), 0.4401806796241702)
((1024, 0.0001, 5e-06, 64, 32, 4), 0.44050058745975773)
((1024, 1e-05, 5e-06, 128, 32, 4), 0.4406835101795381)
((1024, 1e-05, 5e-05, 16, 16, 32), 0.44075515846412755)
((1024, 0.0001, 5e-06, 64, 128, 32), 0.4410025575607615)
((1024, 1e-05, 0.0005, 128, 128, 16), 0.4411131615882247)
((1024, 0.0001, 0.0005, 32, 128, 32), 0.4411948695890938)
((1024, 1e-05, 5e-06, 16, 64, 4), 0.4417148075689776)
((1024, 0.0001, 5e-06, 128, 32, 32), 0.4422026615601672)
((1024, 1e-06, 0.0005, 64, 16, 32), 0.4424106907530437)
((1024, 1e-05, 5e-06, 64, 64, 32), 0.442451204687767)
((1024, 1e-05, 0.0005, 128, 64, 4), 0.44271533267367075)
((1024, 0.0001, 0.0005, 64, 64, 8), 0.44346504326801256)
((1024, 1e-06, 0.0005, 64, 128, 32), 0.44388324552807773)
((1024, 1e-05, 5e-06, 16, 32, 16), 0.4441781453097473)
((1024, 0.0001, 5e-05, 64, 64, 4), 0.44494788375474625)
((1024, 0.0001, 0.0005, 32, 16, 4), 0.4450830017326504)
((1024, 0.0001, 0.0005, 32, 64, 4), 0.4450926039217749)
((1024, 1e-06, 5e-06, 16, 64, 32), 0.4452067180273428)
((1024, 0.0001, 5e-05, 128, 32, 4), 0.44536662997242554)
((1024, 1e-05, 0.0005, 16, 32, 32), 0.44542492344468976)
((1024, 0.0001, 5e-06, 16, 64, 32), 0.44563818825770907)
((1024, 1e-06, 5e-06, 16, 128, 4), 0.44586987108587367)
((1024, 0.0001, 5e-06, 128, 64, 16), 0.4460683002626963)
((1024, 1e-05, 5e-06, 128, 128, 8), 0.4463383111536158)
((1024, 1e-06, 5e-05, 32, 16, 4), 0.44671880665789304)
((1024, 1e-06, 0.0005, 16, 32, 8), 0.44742810286606816)
((1024, 0.0001, 5e-05, 128, 16, 32), 0.4481204988620133)
((1024, 1e-06, 5e-06, 128, 32, 32), 0.4485885268384326)
((1024, 1e-06, 0.0005, 64, 32, 8), 0.4485971888643161)
((1024, 1e-06, 5e-05, 16, 32, 32), 0.44867043072201435)
((1024, 1e-05, 0.0005, 128, 128, 8), 0.44879572620406083)
((1024, 0.0001, 0.0005, 128, 128, 4), 0.4489711102018779)
((1024, 1e-05, 5e-05, 128, 32, 8), 0.44900673107642625)
((1024, 0.0001, 5e-05, 128, 64, 4), 0.44937599656547667)
((1024, 0.0001, 5e-05, 16, 32, 16), 0.44938061608035584)
((1024, 0.0001, 5e-05, 64, 64, 8), 0.4501806158985904)
((1024, 1e-06, 5e-06, 32, 128, 16), 0.4508069026230858)
((1024, 1e-05, 5e-06, 32, 128, 32), 0.45093697691255896)
((1024, 0.0001, 5e-05, 128, 64, 32), 0.4509901508424323)
((1024, 1e-05, 5e-06, 128, 64, 8), 0.45122175574320794)
((1024, 1e-06, 5e-06, 64, 16, 32), 0.4524918498421242)
((1024, 0.0001, 5e-05, 32, 32, 32), 0.45251363407521883)
((1024, 0.0001, 5e-05, 128, 64, 8), 0.4526497096957865)
((1024, 1e-06, 5e-06, 128, 16, 32), 0.45275924989425154)
((1024, 1e-05, 5e-05, 32, 128, 8), 0.45348376180327216)
((1024, 1e-05, 5e-06, 16, 128, 16), 0.453703952101473)
((1024, 1e-05, 5e-05, 16, 64, 8), 0.45377113569108457)
((1024, 0.0001, 0.0005, 32, 32, 4), 0.45392847523342783)
((1024, 0.0001, 5e-06, 64, 64, 16), 0.4544119244440624)
((1024, 0.0001, 0.0005, 128, 128, 16), 0.4544792938556638)
((1024, 1e-06, 5e-06, 64, 64, 32), 0.4546874254934899)
((1024, 1e-06, 5e-05, 128, 128, 16), 0.4548328960820401)
((1024, 1e-06, 5e-06, 128, 64, 32), 0.45513591909428075)
((1024, 1e-06, 5e-05, 16, 64, 16), 0.4557446201341101)
((1024, 1e-05, 5e-05, 64, 128, 4), 0.4560347763843814)
((1024, 1e-06, 0.0005, 16, 64, 32), 0.4560797137842512)
((1024, 1e-05, 5e-05, 32, 128, 4), 0.45616017757048805)
((1024, 0.0001, 5e-05, 32, 32, 4), 0.45665843489330965)
((1024, 1e-05, 5e-05, 128, 128, 32), 0.4567585961551445)
((1024, 1e-06, 0.0005, 128, 16, 32), 0.45680682864665584)
((1024, 1e-06, 5e-05, 128, 16, 16), 0.457101915238208)
((1024, 1e-06, 5e-06, 128, 64, 8), 0.457552777762224)
((1024, 1e-06, 5e-05, 64, 128, 8), 0.4579852885755592)
((1024, 1e-05, 5e-06, 128, 128, 16), 0.45803805564122396)
((1024, 1e-06, 5e-05, 128, 32, 4), 0.4585796201138087)
((1024, 1e-05, 0.0005, 16, 16, 32), 0.45859578198058554)
((1024, 0.0001, 5e-05, 64, 32, 32), 0.4588298703836494)
((1024, 1e-05, 5e-05, 32, 32, 16), 0.4588462829742098)
((1024, 1e-06, 5e-05, 32, 32, 16), 0.45886351103947043)
((1024, 1e-06, 5e-05, 32, 64, 8), 0.4590298853906639)
((1024, 0.0001, 5e-05, 128, 128, 16), 0.45915269096601496)
((1024, 0.0001, 5e-06, 128, 16, 8), 0.45915603029361696)
((1024, 1e-05, 5e-06, 32, 64, 32), 0.4601561828335176)
((1024, 0.0001, 0.0005, 16, 64, 16), 0.46187993607399813)
((1024, 1e-05, 5e-05, 128, 64, 8), 0.4619573081782423)
((1024, 1e-06, 5e-06, 32, 128, 4), 0.4621329400939825)
((1024, 1e-05, 5e-05, 16, 16, 8), 0.46220396076781906)
((1024, 1e-06, 5e-06, 64, 32, 16), 0.46224245950915366)
((1024, 1e-05, 5e-05, 16, 128, 4), 0.46248894038359406)
((1024, 1e-05, 5e-06, 32, 64, 16), 0.46261618769714635)
((1024, 0.0001, 5e-06, 16, 32, 16), 0.46327797461666353)
((1024, 0.0001, 5e-06, 64, 128, 4), 0.46344407829374534)
((1024, 1e-05, 0.0005, 16, 64, 32), 0.4635512047076742)
((1024, 1e-06, 5e-06, 32, 16, 8), 0.46429805848563244)
((1024, 1e-05, 5e-05, 16, 32, 4), 0.46488058289136885)
((1024, 0.0001, 5e-06, 128, 16, 16), 0.4650031067188079)
((1024, 1e-06, 5e-06, 16, 128, 8), 0.4651857562979761)
((1024, 1e-05, 0.0005, 32, 64, 32), 0.46558199800765576)
((1024, 1e-06, 0.0005, 32, 16, 16), 0.465735206702262)
((1024, 0.0001, 5e-06, 64, 16, 8), 0.46592023112566944)
((1024, 0.0001, 0.0005, 128, 128, 32), 0.46624701551093195)
((1024, 1e-05, 5e-05, 64, 16, 32), 0.46701124176365205)
((1024, 0.0001, 0.0005, 16, 128, 16), 0.4681174501606195)
((1024, 1e-05, 5e-05, 64, 32, 4), 0.46860538673706964)
((1024, 1e-05, 5e-06, 32, 32, 32), 0.4686544127095965)
((1024, 1e-05, 0.0005, 32, 64, 4), 0.46884503646559184)
((1024, 1e-06, 5e-06, 128, 128, 4), 0.4691496340279806)
((1024, 1e-06, 5e-06, 64, 16, 16), 0.46984654283601673)
((1024, 1e-05, 5e-06, 64, 32, 8), 0.4704163405735155)
((1024, 1e-05, 0.0005, 32, 32, 4), 0.4706366005623071)
((1024, 0.0001, 0.0005, 128, 64, 4), 0.4706556672522829)
((1024, 1e-06, 0.0005, 64, 16, 8), 0.47093461795010694)
((1024, 1e-06, 5e-05, 32, 32, 8), 0.4709467897314436)
((1024, 0.0001, 5e-06, 32, 128, 16), 0.4720036799380845)
((1024, 1e-06, 5e-05, 64, 32, 32), 0.47267455154046184)
((1024, 1e-05, 5e-05, 32, 16, 32), 0.4726881259681503)
((1024, 0.0001, 0.0005, 64, 128, 4), 0.4726893670292077)
((1024, 0.0001, 5e-06, 16, 128, 4), 0.4729151593797185)
((1024, 1e-05, 5e-05, 32, 32, 8), 0.4730740830103622)
((1024, 1e-05, 5e-06, 32, 32, 8), 0.47361924209813505)
((1024, 1e-05, 5e-05, 32, 32, 32), 0.4737002548702005)
((1024, 1e-05, 0.0005, 64, 16, 16), 0.4737351217063138)
((1024, 0.0001, 0.0005, 128, 16, 16), 0.4738539701698944)
((1024, 1e-06, 5e-05, 32, 128, 32), 0.4753118323359241)
((1024, 1e-05, 0.0005, 64, 32, 8), 0.4755034423490069)
((1024, 1e-06, 5e-06, 64, 16, 4), 0.475694252835561)
((1024, 0.0001, 0.0005, 128, 32, 16), 0.47579582107882756)
((1024, 0.0001, 5e-06, 64, 32, 8), 0.475802779562437)
((1024, 1e-05, 5e-06, 32, 32, 16), 0.4765926725582861)
((1024, 1e-05, 0.0005, 32, 64, 16), 0.4770549624854643)
((1024, 1e-06, 5e-05, 32, 16, 8), 0.47731099150457845)
((1024, 1e-05, 0.0005, 64, 64, 32), 0.4775171534297543)
((1024, 0.0001, 5e-05, 64, 64, 32), 0.47824435944426813)
